,country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
1552215,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-02-21,-56.0,,-56.0,,-12.0,
1552216,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-02-22,-22.0,-5.0,-36.0,,-2.0,9.0
1552217,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-02-23,,,-20.0,,-5.0,5.0
1552218,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-02-24,-20.0,,-29.0,,-2.0,7.0
1552219,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-02-25,-16.0,,-18.0,,-6.0,5.0
1552220,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-02-26,-15.0,,-18.0,,1.0,3.0
1552221,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-02-27,-24.0,,-26.0,,-1.0,
1552222,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-02-28,-52.0,,-41.0,,-5.0,
1552223,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-03-01,-19.0,3.0,-29.0,,4.0,5.0
1552224,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-03-02,,,-21.0,,4.0,4.0
1552225,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-03-03,-23.0,,-33.0,,1.0,5.0
1552226,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-03-04,-18.0,,-17.0,,2.0,3.0
1552227,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-03-05,-15.0,,-16.0,,5.0,3.0
1552228,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-03-06,-27.0,,-45.0,,-2.0,
1552229,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-03-07,-54.0,,-53.0,,-9.0,
1552230,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-03-08,-20.0,-3.0,-32.0,,9.0,5.0
1552231,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-03-09,,,-39.0,,5.0,6.0
1552232,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-03-10,-31.0,,-50.0,,5.0,9.0
1552233,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-03-11,-25.0,,-33.0,,7.0,8.0
1552234,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-03-12,-23.0,,-27.0,,10.0,4.0
1552235,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-03-13,-27.0,,-31.0,,-1.0,
1552236,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-03-14,-46.0,,-39.0,,-7.0,
1552237,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-03-15,-31.0,-4.0,-33.0,,13.0,7.0
1552238,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-03-16,,,-30.0,,11.0,4.0
1552239,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-03-17,-23.0,,-40.0,,16.0,7.0
1552240,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-03-18,-20.0,,-28.0,,11.0,6.0
1552241,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-03-19,-25.0,,-36.0,,11.0,7.0
1552242,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-03-20,-26.0,,-39.0,,0.0,
1552243,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-03-21,-46.0,,-36.0,,-6.0,
1552244,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-03-22,-28.0,-9.0,-43.0,,14.0,6.0
1552245,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-03-23,,,-40.0,,13.0,6.0
1552246,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-03-24,-29.0,,-43.0,,16.0,7.0
1552247,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-03-25,-28.0,,-35.0,,15.0,6.0
1552248,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-03-26,-27.0,,-37.0,,10.0,8.0
1552249,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-03-27,-30.0,,-33.0,,-4.0,
1552250,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-03-28,-48.0,,-39.0,,0.0,
1552251,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-03-29,-26.0,-2.0,-41.0,,18.0,6.0
1552252,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-03-30,,,-35.0,,14.0,5.0
1552253,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-03-31,-22.0,,-38.0,,14.0,8.0
1552254,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-04-01,-15.0,,-26.0,,10.0,3.0
1552255,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-04-02,-57.0,,-46.0,,-54.0,19.0
1552256,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-04-03,-48.0,,-46.0,,-32.0,
1552257,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-04-04,-56.0,,-54.0,,-10.0,
1552258,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-04-05,-26.0,-3.0,-39.0,,18.0,7.0
1552259,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-04-06,,,-45.0,,11.0,9.0
1552260,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-04-07,-32.0,,-52.0,,13.0,11.0
1552261,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-04-08,-29.0,,-43.0,,10.0,9.0
1552262,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-04-09,-28.0,,-38.0,,14.0,10.0
1552263,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-04-10,-35.0,-5.0,-58.0,,-5.0,
1552264,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-04-11,-62.0,,-64.0,,-14.0,
1552265,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-04-12,-33.0,-11.0,-48.0,,18.0,10.0
1552266,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-04-13,,,-40.0,,13.0,8.0
1552267,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-04-14,,,-51.0,,12.0,12.0
1552268,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-04-15,,,-42.0,,10.0,9.0
1552269,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-04-16,,,-41.0,,10.0,10.0
1552270,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-04-17,-28.0,,-50.0,,-3.0,
1552271,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-04-18,-61.0,,-65.0,,-14.0,
1552272,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-04-19,,-15.0,-49.0,,14.0,10.0
1552273,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-04-20,,,-46.0,,16.0,7.0
1552274,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-04-21,,,-51.0,,16.0,10.0
1552275,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-04-22,,,-49.0,,13.0,10.0
1552276,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-04-23,-25.0,,-41.0,,16.0,10.0
1552277,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-04-24,-37.0,,-53.0,,-5.0,
1552278,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-04-25,-58.0,,-55.0,,-10.0,
1552279,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-04-26,-36.0,-14.0,-49.0,,19.0,10.0
1552280,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-04-27,,,-47.0,,19.0,12.0
1552281,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-04-28,,,-51.0,,18.0,11.0
1552282,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-04-29,,,-42.0,,13.0,8.0
1552283,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-04-30,,,-29.0,,12.0,8.0
1552284,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-05-01,,,-80.0,,-49.0,
1552285,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-05-02,,,-82.0,,-38.0,
1552286,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-05-03,-29.0,2.0,-41.0,,16.0,8.0
1552287,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-05-04,,,-37.0,,19.0,7.0
1552288,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-05-05,,,-46.0,,15.0,12.0
1552289,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-05-06,,,-35.0,,11.0,8.0
1552290,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-05-07,,,-26.0,,15.0,8.0
1552291,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-05-08,,,-75.0,,-26.0,
1552292,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-05-09,,,-75.0,,-18.0,
1552293,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-05-10,,6.0,-39.0,,20.0,7.0
1552294,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-05-11,,,-37.0,,17.0,9.0
1552295,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-05-12,,,-45.0,,16.0,10.0
1552296,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-05-13,,,-36.0,,13.0,9.0
1552297,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-05-14,,,-38.0,,11.0,11.0
1552298,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-05-15,,,-68.0,,-30.0,
1552299,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-05-16,,,-59.0,,-13.0,
1552300,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-05-17,,8.0,-34.0,,14.0,11.0
1552301,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-05-18,,,-38.0,,17.0,10.0
1552302,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-05-19,,,-43.0,,15.0,11.0
1552303,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-05-20,-4.0,,-24.0,,16.0,7.0
1552304,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-05-21,-76.0,,-71.0,,-52.0,
1552305,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-05-22,,-23.0,-69.0,,-24.0,
1552306,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-05-23,,,-76.0,,-29.0,
1552307,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-05-24,,12.0,-43.0,,19.0,12.0
1552308,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-05-25,,,-38.0,,22.0,8.0
1552309,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-05-26,,,-37.0,,18.0,9.0
1552310,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-05-27,,,-59.0,,-5.0,18.0
1552311,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-05-28,,,-50.0,,4.0,17.0
1552312,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-05-29,,,-68.0,,-19.0,
1552313,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-05-30,,,-72.0,,-29.0,
1552314,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-05-31,,-2.0,-52.0,,3.0,16.0
1552315,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-06-01,,,-46.0,,1.0,15.0
1552316,CL,Chile,Aysén,Aysén Province,,,,ChIJtWo9UPMBIJYRLdd9gNbpXWg,2021-06-02,,,-60.0,,2.0,17.0
1552317,CL,Chile,Aysén,Capitán Prat Province,,,,ChIJV44yiC_3lr0RK7sAwOPkLBg,2020-02-19,,,16.0,,,
1552318,CL,Chile,Aysén,Capitán Prat Province,,,,ChIJV44yiC_3lr0RK7sAwOPkLBg,2020-02-23,,,12.0,,,
1552319,CL,Chile,Aysén,Capitán Prat Province,,,,ChIJV44yiC_3lr0RK7sAwOPkLBg,2020-02-24,,,7.0,,,
1552320,CL,Chile,Aysén,Capitán Prat Province,,,,ChIJV44yiC_3lr0RK7sAwOPkLBg,2020-02-25,,,-5.0,,,
1552321,CL,Chile,Aysén,Capitán Prat Province,,,,ChIJV44yiC_3lr0RK7sAwOPkLBg,2020-02-26,,,-3.0,,,
1552322,CL,Chile,Aysén,Capitán Prat Province,,,,ChIJV44yiC_3lr0RK7sAwOPkLBg,2020-02-27,,,-9.0,,,
1552323,CL,Chile,Aysén,Capitán Prat Province,,,,ChIJV44yiC_3lr0RK7sAwOPkLBg,2020-02-28,,,5.0,,,
1552324,CL,Chile,Aysén,Capitán Prat Province,,,,ChIJV44yiC_3lr0RK7sAwOPkLBg,2020-02-29,,,-11.0,,,
1552325,CL,Chile,Aysén,Capitán Prat Province,,,,ChIJV44yiC_3lr0RK7sAwOPkLBg,2020-03-01,,,-19.0,,,
1552326,CL,Chile,Aysén,Capitán Prat Province,,,,ChIJV44yiC_3lr0RK7sAwOPkLBg,2020-03-02,,,-10.0,,,
1552327,CL,Chile,Aysén,Capitán Prat Province,,,,ChIJV44yiC_3lr0RK7sAwOPkLBg,2020-03-03,,,-5.0,,,
1552328,CL,Chile,Aysén,Capitán Prat Province,,,,ChIJV44yiC_3lr0RK7sAwOPkLBg,2020-03-04,,,-9.0,,,
1552329,CL,Chile,Aysén,Capitán Prat Province,,,,ChIJV44yiC_3lr0RK7sAwOPkLBg,2020-03-05,,,1.0,,,
1552330,CL,Chile,Aysén,Capitán Prat Province,,,,ChIJV44yiC_3lr0RK7sAwOPkLBg,2020-03-06,,,-7.0,,,
1552331,CL,Chile,Aysén,Capitán Prat Province,,,,ChIJV44yiC_3lr0RK7sAwOPkLBg,2020-03-07,,,-20.0,,,
1552332,CL,Chile,Aysén,Capitán Prat Province,,,,ChIJV44yiC_3lr0RK7sAwOPkLBg,2020-03-08,,,-11.0,,,
1552333,CL,Chile,Aysén,Capitán Prat Province,,,,ChIJV44yiC_3lr0RK7sAwOPkLBg,2020-03-09,,,-2.0,,,
1552334,CL,Chile,Aysén,Capitán Prat Province,,,,ChIJV44yiC_3lr0RK7sAwOPkLBg,2020-03-10,,,-11.0,,,
1552335,CL,Chile,Aysén,Capitán Prat Province,,,,ChIJV44yiC_3lr0RK7sAwOPkLBg,2020-03-11,,,-10.0,,,
1552336,CL,Chile,Aysén,Capitán Prat Province,,,,ChIJV44yiC_3lr0RK7sAwOPkLBg,2020-03-12,,,-6.0,,,
1552337,CL,Chile,Aysén,Capitán Prat Province,,,,ChIJV44yiC_3lr0RK7sAwOPkLBg,2020-03-13,,,2.0,,,
1552338,CL,Chile,Aysén,Capitán Prat Province,,,,ChIJV44yiC_3lr0RK7sAwOPkLBg,2020-03-14,,,-7.0,,,
1552339,CL,Chile,Aysén,Capitán Prat Province,,,,ChIJV44yiC_3lr0RK7sAwOPkLBg,2020-03-15,,,-17.0,,,
1552340,CL,Chile,Aysén,Capitán Prat Province,,,,ChIJV44yiC_3lr0RK7sAwOPkLBg,2020-03-16,,,-23.0,,,
1552341,CL,Chile,Aysén,Capitán Prat Province,,,,ChIJV44yiC_3lr0RK7sAwOPkLBg,2020-03-17,,,-37.0,,,
1552342,CL,Chile,Aysén,Capitán Prat Province,,,,ChIJV44yiC_3lr0RK7sAwOPkLBg,2020-03-18,,,-44.0,,,
1552343,CL,Chile,Aysén,Capitán Prat Province,,,,ChIJV44yiC_3lr0RK7sAwOPkLBg,2020-03-19,,,-41.0,,,
1552344,CL,Chile,Aysén,Capitán Prat Province,,,,ChIJV44yiC_3lr0RK7sAwOPkLBg,2020-03-20,,,-43.0,,,
1552345,CL,Chile,Aysén,Capitán Prat Province,,,,ChIJV44yiC_3lr0RK7sAwOPkLBg,2020-03-21,,,-70.0,,,
1552346,CL,Chile,Aysén,Capitán Prat Province,,,,ChIJV44yiC_3lr0RK7sAwOPkLBg,2020-03-22,,,-65.0,,,
1552347,CL,Chile,Aysén,Capitán Prat Province,,,,ChIJV44yiC_3lr0RK7sAwOPkLBg,2020-03-23,,,-55.0,,,
1552348,CL,Chile,Aysén,Capitán Prat Province,,,,ChIJV44yiC_3lr0RK7sAwOPkLBg,2020-03-24,,,-58.0,,,
1552349,CL,Chile,Aysén,Capitán Prat Province,,,,ChIJV44yiC_3lr0RK7sAwOPkLBg,2020-03-25,,,-58.0,,,
1552350,CL,Chile,Aysén,Capitán Prat Province,,,,ChIJV44yiC_3lr0RK7sAwOPkLBg,2020-03-26,,,-54.0,,,
1552351,CL,Chile,Aysén,Capitán Prat Province,,,,ChIJV44yiC_3lr0RK7sAwOPkLBg,2020-03-27,,,-56.0,,,
1552352,CL,Chile,Aysén,Capitán Prat Province,,,,ChIJV44yiC_3lr0RK7sAwOPkLBg,2020-03-28,,,-55.0,,,
1552353,CL,Chile,Aysén,Capitán Prat Province,,,,ChIJV44yiC_3lr0RK7sAwOPkLBg,2020-03-29,,,-70.0,,,
1552354,CL,Chile,Aysén,Capitán Prat Province,,,,ChIJV44yiC_3lr0RK7sAwOPkLBg,2020-03-30,,,-60.0,,,
1552355,CL,Chile,Aysén,Capitán Prat Province,,,,ChIJV44yiC_3lr0RK7sAwOPkLBg,2020-03-31,,,-60.0,,,
1552356,CL,Chile,Aysén,Capitán Prat Province,,,,ChIJV44yiC_3lr0RK7sAwOPkLBg,2020-04-01,,,-57.0,,,
1552357,CL,Chile,Aysén,Capitán Prat Province,,,,ChIJV44yiC_3lr0RK7sAwOPkLBg,2020-04-02,,,-66.0,,,
1552358,CL,Chile,Aysén,Capitán Prat Province,,,,ChIJV44yiC_3lr0RK7sAwOPkLBg,2020-04-03,,,-62.0,,,
1552359,CL,Chile,Aysén,Capitán Prat Province,,,,ChIJV44yiC_3lr0RK7sAwOPkLBg,2020-04-04,,,-70.0,,,
1552360,CL,Chile,Aysén,Capitán Prat Province,,,,ChIJV44yiC_3lr0RK7sAwOPkLBg,2020-04-05,,,-70.0,,,
1552361,CL,Chile,Aysén,Capitán Prat Province,,,,ChIJV44yiC_3lr0RK7sAwOPkLBg,2020-04-06,,,-57.0,,,
1552362,CL,Chile,Aysén,Capitán Prat Province,,,,ChIJV44yiC_3lr0RK7sAwOPkLBg,2020-04-07,,,-62.0,,,
1552363,CL,Chile,Aysén,Capitán Prat Province,,,,ChIJV44yiC_3lr0RK7sAwOPkLBg,2020-04-08,,,-65.0,,,
1552364,CL,Chile,Aysén,Capitán Prat Province,,,,ChIJV44yiC_3lr0RK7sAwOPkLBg,2020-04-09,,,-54.0,,,
1552365,CL,Chile,Aysén,Capitán Prat Province,,,,ChIJV44yiC_3lr0RK7sAwOPkLBg,2020-04-11,,,-65.0,,,
1552366,CL,Chile,Aysén,Capitán Prat Province,,,,ChIJV44yiC_3lr0RK7sAwOPkLBg,2020-04-12,,,-65.0,,,
1552367,CL,Chile,Aysén,Capitán Prat Province,,,,ChIJV44yiC_3lr0RK7sAwOPkLBg,2020-04-13,,,-58.0,,,
1552368,CL,Chile,Aysén,Capitán Prat Province,,,,ChIJV44yiC_3lr0RK7sAwOPkLBg,2020-04-14,,,-62.0,,,
1552369,CL,Chile,Aysén,Capitán Prat Province,,,,ChIJV44yiC_3lr0RK7sAwOPkLBg,2020-04-15,,,-64.0,,,
1552370,CL,Chile,Aysén,Capitán Prat Province,,,,ChIJV44yiC_3lr0RK7sAwOPkLBg,2020-04-16,,,-61.0,,,
1552371,CL,Chile,Aysén,Capitán Prat Province,,,,ChIJV44yiC_3lr0RK7sAwOPkLBg,2020-04-17,,,-60.0,,,
1552372,CL,Chile,Aysén,Capitán Prat Province,,,,ChIJV44yiC_3lr0RK7sAwOPkLBg,2020-04-18,,,-72.0,,,
1552373,CL,Chile,Aysén,Capitán Prat Province,,,,ChIJV44yiC_3lr0RK7sAwOPkLBg,2020-04-19,,,-68.0,,,
1552374,CL,Chile,Aysén,Capitán Prat Province,,,,ChIJV44yiC_3lr0RK7sAwOPkLBg,2020-04-20,,,-61.0,,,
1552375,CL,Chile,Aysén,Capitán Prat Province,,,,ChIJV44yiC_3lr0RK7sAwOPkLBg,2020-04-21,,,-58.0,,,
1552376,CL,Chile,Aysén,Capitán Prat Province,,,,ChIJV44yiC_3lr0RK7sAwOPkLBg,2020-04-22,,,-56.0,,,
1552377,CL,Chile,Aysén,Capitán Prat Province,,,,ChIJV44yiC_3lr0RK7sAwOPkLBg,2020-04-23,,,-57.0,,,
1552378,CL,Chile,Aysén,Capitán Prat Province,,,,ChIJV44yiC_3lr0RK7sAwOPkLBg,2020-04-24,,,-58.0,,,
1552379,CL,Chile,Aysén,Capitán Prat Province,,,,ChIJV44yiC_3lr0RK7sAwOPkLBg,2020-04-25,,,-64.0,,,
1552380,CL,Chile,Aysén,Capitán Prat Province,,,,ChIJV44yiC_3lr0RK7sAwOPkLBg,2020-04-26,,,-69.0,,,
1552381,CL,Chile,Aysén,Capitán Prat Province,,,,ChIJV44yiC_3lr0RK7sAwOPkLBg,2020-04-27,,,-56.0,,,
1552382,CL,Chile,Aysén,Capitán Prat Province,,,,ChIJV44yiC_3lr0RK7sAwOPkLBg,2020-04-28,,,-62.0,,,
1552383,CL,Chile,Aysén,Capitán Prat Province,,,,ChIJV44yiC_3lr0RK7sAwOPkLBg,2020-04-29,,,-61.0,,,
1552384,CL,Chile,Aysén,Capitán Prat Province,,,,ChIJV44yiC_3lr0RK7sAwOPkLBg,2020-04-30,,,-55.0,,,
1552385,CL,Chile,Aysén,Capitán Prat Province,,,,ChIJV44yiC_3lr0RK7sAwOPkLBg,2020-05-01,,,-68.0,,,
1552386,CL,Chile,Aysén,Capitán Prat Province,,,,ChIJV44yiC_3lr0RK7sAwOPkLBg,2020-05-02,,,-66.0,,,
1552387,CL,Chile,Aysén,Capitán Prat Province,,,,ChIJV44yiC_3lr0RK7sAwOPkLBg,2020-05-03,,,-71.0,,,
1552388,CL,Chile,Aysén,Capitán Prat Province,,,,ChIJV44yiC_3lr0RK7sAwOPkLBg,2020-05-04,,,-56.0,,,
1552389,CL,Chile,Aysén,Capitán Prat Province,,,,ChIJV44yiC_3lr0RK7sAwOPkLBg,2020-05-05,,,-58.0,,,
1552390,CL,Chile,Aysén,Capitán Prat Province,,,,ChIJV44yiC_3lr0RK7sAwOPkLBg,2020-05-06,,,-63.0,,,
1552391,CL,Chile,Aysén,Capitán Prat Province,,,,ChIJV44yiC_3lr0RK7sAwOPkLBg,2020-05-07,,,-63.0,,,
1552392,CL,Chile,Aysén,Capitán Prat Province,,,,ChIJV44yiC_3lr0RK7sAwOPkLBg,2020-05-08,,,-57.0,,,
1552393,CL,Chile,Aysén,Capitán Prat Province,,,,ChIJV44yiC_3lr0RK7sAwOPkLBg,2020-05-09,,,-55.0,,,
1552394,CL,Chile,Aysén,Capitán Prat Province,,,,ChIJV44yiC_3lr0RK7sAwOPkLBg,2020-05-10,,,-69.0,,,
1552395,CL,Chile,Aysén,Capitán Prat Province,,,,ChIJV44yiC_3lr0RK7sAwOPkLBg,2020-05-11,,,-56.0,,,
