,country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
1561220,CL,Chile,Los Ríos,Valdivia Province,,,,ChIJEbA_cJYzFJYRcFmEiJT_i3c,2021-05-27,-38.0,-7.0,-68.0,-35.0,-7.0,16.0
1561221,CL,Chile,Los Ríos,Valdivia Province,,,,ChIJEbA_cJYzFJYRcFmEiJT_i3c,2021-05-28,-29.0,8.0,-58.0,-26.0,-3.0,17.0
1561222,CL,Chile,Los Ríos,Valdivia Province,,,,ChIJEbA_cJYzFJYRcFmEiJT_i3c,2021-05-29,-57.0,-15.0,-70.0,-54.0,-20.0,21.0
1561223,CL,Chile,Los Ríos,Valdivia Province,,,,ChIJEbA_cJYzFJYRcFmEiJT_i3c,2021-05-30,-67.0,-35.0,-76.0,-57.0,-18.0,23.0
1561224,CL,Chile,Los Ríos,Valdivia Province,,,,ChIJEbA_cJYzFJYRcFmEiJT_i3c,2021-05-31,-39.0,-12.0,-68.0,-41.0,-5.0,17.0
1561225,CL,Chile,Los Ríos,Valdivia Province,,,,ChIJEbA_cJYzFJYRcFmEiJT_i3c,2021-06-01,-29.0,4.0,-62.0,-29.0,-4.0,14.0
1561226,CL,Chile,Los Ríos,Valdivia Province,,,,ChIJEbA_cJYzFJYRcFmEiJT_i3c,2021-06-02,-36.0,-4.0,-68.0,-35.0,0.0,17.0
1561227,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-02-15,-2.0,-1.0,2.0,9.0,-3.0,0.0
1561228,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-02-16,-2.0,-1.0,2.0,9.0,2.0,0.0
1561229,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-02-17,-6.0,-5.0,-3.0,1.0,-7.0,2.0
1561230,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-02-18,-7.0,-6.0,-13.0,0.0,-9.0,3.0
1561231,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-02-19,-2.0,-3.0,8.0,5.0,-8.0,2.0
1561232,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-02-20,-1.0,0.0,16.0,5.0,-7.0,0.0
1561233,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-02-21,4.0,2.0,28.0,8.0,-6.0,-1.0
1561234,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-02-22,-3.0,1.0,16.0,11.0,-3.0,-3.0
1561235,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-02-23,-3.0,-2.0,-13.0,-1.0,-4.0,1.0
1561236,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-02-24,1.0,0.0,-7.0,-5.0,-5.0,2.0
1561237,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-02-25,-4.0,-4.0,-5.0,0.0,-6.0,2.0
1561238,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-02-26,-4.0,-5.0,-4.0,-3.0,-3.0,3.0
1561239,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-02-27,-3.0,-1.0,-9.0,-5.0,-2.0,3.0
1561240,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-02-28,9.0,-4.0,6.0,2.0,-1.0,0.0
1561241,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-02-29,9.0,2.0,-4.0,4.0,-1.0,0.0
1561242,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-03-01,7.0,4.0,9.0,2.0,-2.0,0.0
1561243,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-03-02,3.0,-2.0,-9.0,-17.0,8.0,0.0
1561244,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-03-03,0.0,-1.0,-13.0,-13.0,7.0,0.0
1561245,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-03-04,6.0,3.0,-1.0,-11.0,10.0,1.0
1561246,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-03-05,5.0,4.0,16.0,-7.0,14.0,-2.0
1561247,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-03-06,0.0,1.0,-8.0,-12.0,14.0,-2.0
1561248,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-03-07,5.0,6.0,-12.0,-9.0,2.0,2.0
1561249,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-03-08,13.0,11.0,14.0,0.0,4.0,2.0
1561250,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-03-09,1.0,1.0,-2.0,-13.0,16.0,-3.0
1561251,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-03-10,-2.0,1.0,-2.0,-7.0,16.0,-3.0
1561252,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-03-11,-11.0,-4.0,-16.0,-12.0,14.0,0.0
1561253,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-03-12,-9.0,-4.0,-8.0,-11.0,14.0,0.0
1561254,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-03-13,2.0,5.0,7.0,-7.0,16.0,-3.0
1561255,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-03-14,2.0,9.0,-10.0,-8.0,2.0,2.0
1561256,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-03-15,-8.0,16.0,-14.0,-11.0,-3.0,3.0
1561257,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-03-16,-19.0,9.0,-21.0,-32.0,6.0,4.0
1561258,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-03-17,-34.0,-5.0,-31.0,-28.0,-7.0,8.0
1561259,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-03-18,-43.0,-12.0,-39.0,-39.0,-17.0,14.0
1561260,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-03-19,-58.0,-25.0,-46.0,-41.0,-26.0,17.0
1561261,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-03-20,-60.0,-28.0,-48.0,-48.0,-29.0,17.0
1561262,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-03-21,-73.0,-39.0,-65.0,-55.0,-40.0,19.0
1561263,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-03-22,-78.0,-47.0,-68.0,-63.0,-39.0,
1561264,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-03-23,-67.0,-39.0,-61.0,-70.0,-38.0,21.0
1561265,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-03-24,-67.0,-41.0,-58.0,-64.0,-40.0,21.0
1561266,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-03-25,-65.0,-43.0,-58.0,-68.0,-41.0,23.0
1561267,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-03-26,-68.0,-44.0,-62.0,-73.0,-42.0,24.0
1561268,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-03-27,-65.0,-41.0,-58.0,-72.0,-41.0,23.0
1561269,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-03-28,-70.0,-42.0,-65.0,-71.0,-40.0,20.0
1561270,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-03-29,-78.0,-70.0,-70.0,-79.0,-44.0,
1561271,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-03-30,-62.0,-38.0,-59.0,-74.0,-40.0,21.0
1561272,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-03-31,-52.0,-25.0,-48.0,-70.0,-39.0,18.0
1561273,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-04-01,-51.0,-26.0,-44.0,-65.0,-41.0,14.0
1561274,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-04-02,-87.0,-71.0,-82.0,-83.0,-65.0,31.0
1561275,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-04-03,-85.0,-65.0,-80.0,-86.0,-64.0,30.0
1561276,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-04-04,-89.0,-70.0,-86.0,-86.0,-61.0,27.0
1561277,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-04-05,-88.0,-83.0,-87.0,-89.0,-59.0,
1561278,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-04-06,-84.0,-65.0,-79.0,-87.0,-62.0,26.0
1561279,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-04-07,-78.0,-58.0,-75.0,-84.0,-62.0,24.0
1561280,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-04-08,-78.0,-63.0,-71.0,-80.0,-61.0,24.0
1561281,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-04-09,-74.0,-55.0,-71.0,-83.0,-62.0,22.0
1561282,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-04-10,-88.0,-77.0,-85.0,-89.0,-81.0,32.0
1561283,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-04-11,-87.0,-75.0,-82.0,-87.0,-68.0,25.0
1561284,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-04-12,-88.0,-79.0,-84.0,-90.0,-53.0,
1561285,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-04-13,-78.0,-61.0,-74.0,-83.0,-59.0,24.0
1561286,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-04-14,-78.0,-59.0,-76.0,-83.0,-59.0,24.0
1561287,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-04-15,-79.0,-57.0,-73.0,-78.0,-57.0,25.0
1561288,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-04-16,-80.0,-58.0,-74.0,-83.0,-58.0,26.0
1561289,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-04-17,-77.0,-56.0,-72.0,-82.0,-57.0,28.0
1561290,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-04-18,-82.0,-65.0,-80.0,-84.0,-52.0,20.0
1561291,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-04-19,-88.0,-80.0,-85.0,-89.0,-51.0,
1561292,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-04-20,-78.0,-62.0,-73.0,-85.0,-56.0,23.0
1561293,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-04-21,-78.0,-63.0,-75.0,-86.0,-55.0,23.0
1561294,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-04-22,-77.0,-60.0,-72.0,-82.0,-55.0,23.0
1561295,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-04-23,-78.0,-61.0,-72.0,-81.0,-56.0,23.0
1561296,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-04-24,-76.0,-60.0,-72.0,-86.0,-53.0,24.0
1561297,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-04-25,-81.0,-64.0,-77.0,-86.0,-50.0,20.0
1561298,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-04-26,-86.0,-76.0,-81.0,-88.0,-48.0,
1561299,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-04-27,-76.0,-60.0,-72.0,-83.0,-52.0,23.0
1561300,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-04-28,-77.0,-62.0,-73.0,-82.0,-52.0,17.0
1561301,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-04-29,-76.0,-59.0,-71.0,-81.0,-51.0,23.0
1561302,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-04-30,-70.0,-50.0,-67.0,-79.0,-51.0,19.0
1561303,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-05-01,-89.0,-85.0,-83.0,-89.0,-79.0,31.0
1561304,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-05-02,-77.0,-55.0,-77.0,-86.0,-47.0,19.0
1561305,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-05-03,-85.0,-70.0,-80.0,-89.0,-42.0,
1561306,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-05-04,-72.0,-53.0,-69.0,-84.0,-49.0,20.0
1561307,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-05-05,-72.0,-55.0,-70.0,-80.0,-50.0,21.0
1561308,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-05-06,-74.0,-58.0,-70.0,-77.0,-50.0,24.0
1561309,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-05-07,-74.0,-57.0,-69.0,-79.0,-49.0,25.0
1561310,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-05-08,-55.0,-41.0,-51.0,-75.0,-39.0,19.0
1561311,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-05-09,-56.0,-39.0,-57.0,-79.0,-32.0,16.0
1561312,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-05-10,-72.0,-59.0,-63.0,-85.0,-31.0,10.0
1561313,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-05-11,-57.0,-45.0,-58.0,-80.0,-35.0,16.0
1561314,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-05-12,-56.0,-42.0,-57.0,-78.0,-35.0,16.0
1561315,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-05-13,-59.0,-43.0,-58.0,-73.0,-34.0,18.0
1561316,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-05-14,-59.0,-42.0,-56.0,-78.0,-35.0,15.0
1561317,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-05-15,-62.0,-46.0,-60.0,-74.0,-34.0,18.0
1561318,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-05-16,-62.0,-44.0,-62.0,-80.0,-30.0,14.0
1561319,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-05-17,-76.0,-59.0,-69.0,-84.0,-34.0,12.0
1561320,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-05-18,-64.0,-46.0,-66.0,-81.0,-34.0,17.0
1561321,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-05-19,-58.0,-41.0,-58.0,-77.0,-32.0,16.0
1561322,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-05-20,-53.0,-36.0,-52.0,-73.0,-32.0,14.0
1561323,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-05-21,-75.0,-56.0,-67.0,-86.0,-69.0,26.0
1561324,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-05-22,-57.0,-39.0,-54.0,-76.0,-32.0,16.0
1561325,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-05-23,-62.0,-42.0,-65.0,-78.0,-28.0,13.0
1561326,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-05-24,-76.0,-58.0,-70.0,-87.0,-33.0,12.0
1561327,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-05-25,-58.0,-40.0,-58.0,-80.0,-29.0,18.0
1561328,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-05-26,-58.0,-41.0,-55.0,-77.0,-30.0,16.0
1561329,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-05-27,-58.0,-42.0,-53.0,-72.0,-28.0,16.0
1561330,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-05-28,-59.0,-41.0,-52.0,-77.0,-29.0,16.0
1561331,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-05-29,-57.0,-39.0,-50.0,-73.0,-27.0,18.0
1561332,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-05-30,-58.0,-38.0,-60.0,-80.0,-20.0,12.0
1561333,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-05-31,-71.0,-53.0,-61.0,-85.0,-27.0,11.0
1561334,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-06-01,-55.0,-37.0,-56.0,-78.0,-25.0,14.0
1561335,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-06-02,-56.0,-39.0,-55.0,-76.0,-26.0,15.0
1561336,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-06-03,-58.0,-41.0,-57.0,-72.0,-27.0,17.0
1561337,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-06-04,-54.0,-36.0,-51.0,-76.0,-26.0,16.0
1561338,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-06-05,-52.0,-34.0,-54.0,-73.0,-24.0,17.0
1561339,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-06-06,-52.0,-33.0,-59.0,-78.0,-20.0,13.0
1561340,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-06-07,-67.0,-49.0,-65.0,-82.0,-25.0,12.0
1561341,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-06-08,-54.0,-40.0,-61.0,-80.0,-26.0,16.0
1561342,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-06-09,-53.0,-37.0,-58.0,-77.0,-26.0,16.0
1561343,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-06-10,-52.0,-37.0,-54.0,-72.0,-24.0,16.0
1561344,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-06-11,-53.0,-38.0,-51.0,-76.0,-26.0,17.0
1561345,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-06-12,-53.0,-36.0,-52.0,-74.0,-24.0,17.0
1561346,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-06-13,-53.0,-35.0,-54.0,-75.0,-18.0,12.0
1561347,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-06-14,-73.0,-55.0,-69.0,-86.0,-24.0,13.0
1561348,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-06-15,-53.0,-37.0,-57.0,-78.0,-25.0,16.0
1561349,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-06-16,-53.0,-38.0,-55.0,-74.0,-25.0,16.0
1561350,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-06-17,-53.0,-37.0,-51.0,-70.0,-24.0,17.0
1561351,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-06-18,-56.0,-39.0,-58.0,-77.0,-27.0,18.0
1561352,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-06-19,-51.0,-34.0,-53.0,-73.0,-23.0,17.0
1561353,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-06-20,-47.0,-28.0,-53.0,-79.0,-16.0,13.0
1561354,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-06-21,-70.0,-51.0,-63.0,-83.0,-13.0,11.0
1561355,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-06-22,-56.0,-43.0,-56.0,-79.0,-26.0,17.0
1561356,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-06-23,-54.0,-39.0,-57.0,-76.0,-26.0,17.0
1561357,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-06-24,-55.0,-40.0,-56.0,-73.0,-26.0,17.0
1561358,CL,Chile,Magallanes and Chilean Antarctica,,,CL-MA,,ChIJTbM2xJs_UrwRdsqdI0JNjXM,2020-06-25,-53.0,-36.0,-52.0,-77.0,-26.0,17.0
